gameid,leagid,leagyear,teamid,oppteamid,pf,pa,cpf,cpa,win,loss,tie,ot,so,otl,rw,rotw,sow,sol,pts,confw,confl,conft,divw,divl,divt,isdog,isfav,ispick,dogout,dogcover,ispush,favcover,iscover,isdogmlcover,isfavmlcover,isover,isunder,isoupush,ishomew,ishomel,ishomet,isawayw,isawayl,isawayt,home_away,teamlocation,teamname,confid,confname,divid,divname,oppteamlocation,oppteamname,oppconfid,oppconfname,oppdivid,oppdivname,isconf,isdiv,weeknum,gamedate,spread,ou,dogml,favml,gametypeid,siteloc
82024824,8,2024,1043,1045,44,7,44,7,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Pennsylvania State,Nittany Lions,15,Big Ten Conference,1,None,Maryland,Terrapins,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,24.5,50.5,1350.0,-5000.0,1,1
82024824,8,2024,1045,1043,7,44,7,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Maryland,Terrapins,15,Big Ten Conference,1,None,Pennsylvania State,Nittany Lions,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,24.5,50.5,1350.0,-5000.0,1,1
82024825,8,2024,1046,1048,41,14,41,14,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Rutgers,Scarlet Knights,15,Big Ten Conference,1,None,Michigan State,Spartans,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,2.0,47.5,105.0,-125.0,1,1
82024825,8,2024,1048,1046,14,41,14,41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Michigan State,Spartans,15,Big Ten Conference,1,None,Rutgers,Scarlet Knights,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,2.0,47.5,105.0,-125.0,1,1
82024826,8,2024,1094,1095,49,21,49,21,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Oregon,Ducks,15,Big Ten Conference,1,None,Washington,Huskies,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,18.5,50.5,650.0,-1000.0,1,1
82024826,8,2024,1095,1094,21,49,21,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Washington,Huskies,15,Big Ten Conference,1,None,Oregon,Ducks,15,Big Ten Conference,1,None,1,1,14,2024-11-30 00:00:00,18.5,50.5,650.0,-1000.0,1,1
82024827,8,2024,1085,1098,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Fresno State,Bulldogs,48,Mountain West Conference,1,None,University of California, Los Angeles,Bruins,15,Big Ten Conference,1,None,0,0,14,2024-11-30 00:00:00,8.5,46.5,260.0,-350.0,1,1
82024827,8,2024,1098,1085,20,13,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,University of California, Los Angeles,Bruins,15,Big Ten Conference,1,None,Fresno State,Bulldogs,48,Mountain West Conference,1,None,0,0,14,2024-11-30 00:00:00,8.5,46.5,260.0,-350.0,1,1
82024828,8,2024,1065,1093,49,35,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,Notre Dame,Fighting Irish,24,FBS Independents,1,None,University of Southern California,Trojans,15,Big Ten Conference,1,None,0,0,14,2024-11-30 00:00:00,7.5,51.5,230.0,-275.0,1,1
82024828,8,2024,1093,1065,35,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,University of Southern California,Trojans,15,Big Ten Conference,1,None,Notre Dame,Fighting Irish,24,FBS Independents,1,None,0,0,14,2024-11-30 00:00:00,7.5,51.5,230.0,-275.0,1,1
82024829,8,2024,1067,1068,47,42,47,42,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,away,Connecticut,Huskies,24,FBS Independents,1,None,Massachusetts,Minutemen,24,FBS Independents,1,None,1,1,14,2024-11-30 00:00:00,10.5,49.5,300.0,-400.0,5,1
82024829,8,2024,1068,1067,42,47,42,47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,home,Massachusetts,Minutemen,24,FBS Independents,1,None,Connecticut,Huskies,24,FBS Independents,1,None,1,1,14,2024-11-30 00:00:00,10.5,49.5,300.0,-400.0,5,1
82024830,8,2024,1022,1026,34,23,34,23,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Boston College,Eagles,11,Atlantic Coast Conference,1,None,Pittsburgh,Panthers,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,4.5,49.5,165.0,-200.0,1,1
82024830,8,2024,1026,1022,23,34,23,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Pittsburgh,Panthers,11,Atlantic Coast Conference,1,None,Boston College,Eagles,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,4.5,49.5,165.0,-200.0,1,1
82024831,8,2024,1002,1102,38,6,38,6,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Southern Methodist,Mustangs,11,Atlantic Coast Conference,1,None,University of California, Berkeley,Golden Bears,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,13.5,55.5,400.0,-550.0,1,1
82024831,8,2024,1102,1002,6,38,6,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,University of California, Berkeley,Golden Bears,11,Atlantic Coast Conference,1,None,Southern Methodist,Mustangs,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,13.5,55.5,400.0,-550.0,1,1
82024832,8,2024,1017,1025,23,17,23,17,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Duke,Blue Devils,11,Atlantic Coast Conference,1,None,Wake Forest,Demon Deacons,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,4.5,53.5,145.0,-175.0,1,1
82024832,8,2024,1025,1017,17,23,17,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Wake Forest,Demon Deacons,11,Atlantic Coast Conference,1,None,Duke,Blue Devils,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,4.5,53.5,145.0,-175.0,1,1
82024833,8,2024,1023,1024,38,42,38,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Miami,Hurricanes,11,Atlantic Coast Conference,1,None,Syracuse,Orange,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,10.5,67.5,325.0,-450.0,1,1
82024833,8,2024,1024,1023,42,38,42,38,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Syracuse,Orange,11,Atlantic Coast Conference,1,None,Miami,Hurricanes,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,10.5,67.5,325.0,-450.0,1,1
82024834,8,2024,1016,1020,30,35,30,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,North Carolina,Tar Heels,11,Atlantic Coast Conference,1,None,North Carolina State,Wolfpack,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,55.5,135.0,-165.0,1,1
82024834,8,2024,1020,1016,35,30,35,30,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,North Carolina State,Wolfpack,11,Atlantic Coast Conference,1,None,North Carolina,Tar Heels,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,55.5,135.0,-165.0,1,1
82024835,8,2024,1021,1027,37,17,37,17,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Virginia Tech,Hokies,11,Atlantic Coast Conference,1,None,Virginia,Cavaliers,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,7.0,48.5,220.0,-275.0,1,1
82024835,8,2024,1027,1021,17,37,17,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Virginia,Cavaliers,11,Atlantic Coast Conference,1,None,Virginia Tech,Hokies,11,Atlantic Coast Conference,1,None,1,1,14,2024-11-30 00:00:00,7.0,48.5,220.0,-275.0,1,1
82024836,8,2024,1101,1104,7,49,7,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Arizona,Wildcats,12,Big 12 Conference,1,None,Arizona State,Sun Devils,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,9.0,53.5,260.0,-300.0,1,1
82024836,8,2024,1104,1101,49,7,49,7,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,Arizona State,Sun Devils,12,Big 12 Conference,1,None,Arizona,Wildcats,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,9.0,53.5,260.0,-300.0,1,1
82024837,8,2024,1031,1038,17,45,17,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Kansas,Jayhawks,12,Big 12 Conference,1,None,Baylor,Bears,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,1.5,61.5,105.0,-125.0,1,1
82024837,8,2024,1038,1031,45,17,45,17,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Baylor,Bears,12,Big 12 Conference,1,None,Kansas,Jayhawks,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,1.5,61.5,105.0,-125.0,1,1
82024838,8,2024,1035,1040,30,18,30,18,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,home,Brigham Young,Cougars,12,Big 12 Conference,1,None,Houston,Cougars,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,12.5,41.5,425.0,-600.0,1,1
82024838,8,2024,1040,1035,18,30,18,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,away,Houston,Cougars,12,Big 12 Conference,1,None,Brigham Young,Cougars,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,12.5,41.5,425.0,-600.0,1,1
82024839,8,2024,1037,1039,20,13,20,13,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Texas Christian,Horned Frogs,12,Big 12 Conference,1,None,Cincinnati,Bearcats,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,58.5,130.0,-155.0,1,1
82024839,8,2024,1039,1037,13,20,13,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Cincinnati,Bearcats,12,Big 12 Conference,1,None,Texas Christian,Horned Frogs,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,58.5,130.0,-155.0,1,1
82024840,8,2024,1032,1036,29,21,29,21,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Iowa State,Cyclones,12,Big 12 Conference,1,None,Kansas State,Wildcats,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,2.5,51.5,105.0,-125.0,1,1
82024840,8,2024,1036,1032,21,29,21,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Kansas State,Wildcats,12,Big 12 Conference,1,None,Iowa State,Cyclones,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,2.5,51.5,105.0,-125.0,1,1
82024841,8,2024,1029,1033,15,52,15,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,West Virginia,Mountaineers,12,Big 12 Conference,1,None,Texas Tech,Red Raiders,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,3.0,64.5,125.0,-150.0,1,1
82024841,8,2024,1033,1029,52,15,52,15,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Texas Tech,Red Raiders,12,Big 12 Conference,1,None,West Virginia,Mountaineers,12,Big 12 Conference,1,None,1,1,14,2024-11-30 00:00:00,3.0,64.5,125.0,-150.0,1,1
82024842,8,2024,1061,1064,24,35,24,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Middle Tennessee State,Blue Raiders,21,Conference USA,1,None,Florida International,Panthers,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,9.0,52.5,275.0,-350.0,1,1
82024842,8,2024,1064,1061,35,24,35,24,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Florida International,Panthers,21,Conference USA,1,None,Middle Tennessee State,Blue Raiders,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,9.0,52.5,275.0,-350.0,1,1
82024843,8,2024,1057,1058,19,17,19,17,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Western Kentucky,Hilltoppers,21,Conference USA,1,None,Jacksonville State,Gamecocks,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,1.5,62.5,100.0,-120.0,1,1
82024843,8,2024,1058,1057,17,19,17,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Jacksonville State,Gamecocks,21,Conference USA,1,None,Western Kentucky,Hilltoppers,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,1.5,62.5,100.0,-120.0,1,1
82024844,8,2024,1059,1170,33,0,33,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Louisiana Tech,Bulldogs,21,Conference USA,1,None,Kennesaw State,Owls,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,12.5,41.5,375.0,-500.0,1,1
82024844,8,2024,1170,1059,0,33,0,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Kennesaw State,Owls,21,Conference USA,1,None,Louisiana Tech,Bulldogs,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,12.5,41.5,375.0,-500.0,1,1
82024845,8,2024,1060,1062,35,42,35,42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,New Mexico State,Aggies,21,Conference USA,1,None,University of Texas at El Paso,Miners,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,3.0,51.5,125.0,-150.0,1,1
82024845,8,2024,1062,1060,42,35,42,35,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,University of Texas at El Paso,Miners,21,Conference USA,1,None,New Mexico State,Aggies,21,Conference USA,1,None,1,1,14,2024-11-30 00:00:00,3.0,51.5,125.0,-150.0,1,1
82024846,8,2024,1081,1091,31,20,31,20,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,USAF,Falcons,48,Mountain West Conference,1,None,San Diego State,Aztecs,48,Mountain West Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,43.5,150.0,-185.0,1,1
82024846,8,2024,1091,1081,20,31,20,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,San Diego State,Aztecs,48,Mountain West Conference,1,None,USAF,Falcons,48,Mountain West Conference,1,None,1,1,14,2024-11-30 00:00:00,3.5,43.5,150.0,-185.0,1,1
82024847,8,2024,1120,1124,29,20,29,20,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Georgia Southern,Eagles,74,Sun Belt Conference,5,East,Appalachian State,Mountaineers,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,2.5,60.5,115.0,-135.0,1,1
82024847,8,2024,1124,1120,20,29,20,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Appalachian State,Mountaineers,74,Sun Belt Conference,5,East,Georgia Southern,Eagles,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,2.5,60.5,115.0,-135.0,1,1
82024848,8,2024,1123,1125,27,48,27,48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Georgia State,Panthers,74,Sun Belt Conference,5,East,Coastal Carolina,Chanticleers,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,1.0,55.5,-105.0,-115.0,1,1
82024848,8,2024,1125,1123,48,27,48,27,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Coastal Carolina,Chanticleers,74,Sun Belt Conference,5,East,Georgia State,Panthers,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,1.0,55.5,-105.0,-115.0,1,1
82024849,8,2024,1119,1121,33,35,33,35,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,James Madison,Dukes,74,Sun Belt Conference,5,East,Marshall,Thundering Herd,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,3.5,52.5,145.0,-175.0,1,1
82024849,8,2024,1121,1119,35,33,35,33,1,0,0,2,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Marshall,Thundering Herd,74,Sun Belt Conference,5,East,James Madison,Dukes,74,Sun Belt Conference,5,East,1,1,14,2024-11-30 00:00:00,3.5,52.5,145.0,-175.0,1,1
82024850,8,2024,1127,1131,37,23,37,23,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,University of Louisianna at Lafayette,Ragin' Cajuns,74,Sun Belt Conference,14,West,University of Louisianna at Monroe,Warhawks,74,Sun Belt Conference,14,West,1,1,14,2024-11-30 00:00:00,9.5,50.0,270.0,-350.0,1,1
82024850,8,2024,1131,1127,23,37,23,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,University of Louisianna at Monroe,Warhawks,74,Sun Belt Conference,14,West,University of Louisianna at Lafayette,Ragin' Cajuns,74,Sun Belt Conference,14,West,1,1,14,2024-11-30 00:00:00,9.5,50.0,270.0,-350.0,1,1
82024851,8,2024,1126,1132,52,20,52,20,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Troy,Trojans,74,Sun Belt Conference,14,West,Southern Mississippi,Golden Eagles,74,Sun Belt Conference,14,West,1,1,14,2024-11-30 00:00:00,17.5,48.5,575.0,-900.0,1,1
82024851,8,2024,1132,1126,20,52,20,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Southern Mississippi,Golden Eagles,74,Sun Belt Conference,14,West,Troy,Trojans,74,Sun Belt Conference,14,West,1,1,14,2024-11-30 00:00:00,17.5,48.5,575.0,-900.0,1,1
82024852,8,2024,1076,1078,16,24,16,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Central Michigan,Chippewas,41,Mid-American Conference,1,None,Northern Illinois,Huskies,41,Mid-American Conference,1,None,1,1,14,2024-11-30 00:00:00,12.5,42.5,400.0,-550.0,1,1
82024852,8,2024,1078,1076,24,16,24,16,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Northern Illinois,Huskies,41,Mid-American Conference,1,None,Central Michigan,Chippewas,41,Mid-American Conference,1,None,1,1,14,2024-11-30 00:00:00,12.5,42.5,400.0,-550.0,1,1
82024853,8,2024,1077,1079,18,26,18,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Eastern Michigan,Eagles,41,Mid-American Conference,1,None,Western Michigan,Broncos,41,Mid-American Conference,1,None,1,1,14,2024-11-30 00:00:00,6.5,56.5,185.0,-225.0,1,1
82024853,8,2024,1079,1077,26,18,26,18,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Western Michigan,Broncos,41,Mid-American Conference,1,None,Eastern Michigan,Eagles,41,Mid-American Conference,1,None,1,1,14,2024-11-30 00:00:00,6.5,56.5,185.0,-225.0,1,1
82024854,8,2024,1008,1011,27,29,27,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,University of Alabama at Birmingham,Blazers,8,American Athletic Conference,1,None,University of North Carolina at Charlotte,49ers,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,2.5,60.5,115.0,-135.0,1,1
82024854,8,2024,1011,1008,29,27,29,27,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,University of North Carolina at Charlotte,49ers,8,American Athletic Conference,1,None,University of Alabama at Birmingham,Blazers,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,2.5,60.5,115.0,-135.0,1,1
82024855,8,2024,1009,1012,34,20,34,20,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,away,Navy,Midshipmen,8,American Athletic Conference,1,None,East Carolina,Pirates,8,American Athletic Conference,1,None,1,1,14,2024-11-29 00:00:00,2.5,55.5,115.0,-140.0,1,1
82024855,8,2024,1012,1009,20,34,20,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,East Carolina,Pirates,8,American Athletic Conference,1,None,Navy,Midshipmen,8,American Athletic Conference,1,None,1,1,14,2024-11-29 00:00:00,2.5,55.5,115.0,-140.0,1,1
82024856,8,2024,1003,1007,63,16,63,16,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Florida Atlantic,Owls,8,American Athletic Conference,1,None,Tulsa,Golden Hurricane,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,1.5,57.5,-105.0,-115.0,1,1
82024856,8,2024,1007,1003,16,63,16,63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Tulsa,Golden Hurricane,8,American Athletic Conference,1,None,Florida Atlantic,Owls,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,1.5,57.5,-105.0,-115.0,1,1
82024857,8,2024,1010,1013,24,17,24,17,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,away,North Texas,Mean Green,8,American Athletic Conference,1,None,Temple,Owls,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,11.0,64.5,300.0,-400.0,1,1
82024857,8,2024,1013,1010,17,24,17,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,home,Temple,Owls,8,American Athletic Conference,1,None,North Texas,Mean Green,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,11.0,64.5,300.0,-400.0,1,1
82024858,8,2024,1005,1006,28,35,28,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,South Florida,Bulls,8,American Athletic Conference,1,None,Rice,Owls,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,5.0,53.5,175.0,-210.0,1,1
82024858,8,2024,1006,1005,35,28,35,28,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Rice,Owls,8,American Athletic Conference,1,None,South Florida,Bulls,8,American Athletic Conference,1,None,1,1,14,2024-11-30 00:00:00,5.0,53.5,175.0,-210.0,1,1
